Record ID,Company name,Company Domain Name,Website URL,LinkedIn Company Page,Phone Number,Street Address,City,State/Region,Postal Code,Country/Region,Industry,Number of Employees,Lifecycle Stage,Company owner,Last Activity Date,Create Date,Number of Associated Contacts,Number of Associated Deals,Lead Status,Number of Form Submissions,Recent Conversion Date,First Conversion,Additional Domains
9863891844,Haply Robotics,haply.co,haply.co,https://linkedin.com/company/haplyrobotics,14509001223,4316 Boulevard Saint-Laurent,Montreal,Quebec,H2W 1Z3,Canada,Machinery,30,Lead,,,2022-10-21 11:32,0,,,,,,
49754125484,Hannibal Regional Hospital,hannibalregional.org,hannibalregional.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
35991475785,Hancock Health,hancockhealth.org,hancockhealth.org,https://linkedin.com/company/hancock-health,,801 North State Street,Greenfield,Indiana,46140,United States,Hospital & Health Care,690,Contact,,,2025-07-10 15:59,1,,New,1,2025-07-10 15:59,AssistIQ Interest Form: General Interest Form,
18922425876,Hamilton Health Sciences,hhsc.ca,hhsc.ca,https://www.linkedin.com/company/hamilton-health-sciences,19055212100,1200 Main Street West,Hamilton,Ontario,L8N 3Z5,Canada,Hospital & Health Care,15000,Contact,Lisa Israelovitch,2024-01-31 7:24,2024-01-31 7:57,4,,New,0,,,
8795056809,HaloHealth,halohealth.ca,halohealth.ca,https://linkedin.com/company/halohealthmd,,,,,,Canada,Investment Management,60,,,2022-05-30 20:42,2022-05-26 19:30,2,,,0,,,
10239220233,HackerX,hackerx.org,hackerx.org,https://linkedin.com/company/hackerx,4154390723,237 Kearny St,San Francisco,California,94108,United States,Information Technology and Services,40,Lead,,2022-12-07 14:24,2022-12-04 14:59,1,,,0,,,
30400696933,Hackensack Meridian Health,hackensackmeridianhealth.org,https://www.hackensackmeridianhealth.org,https://linkedin.com/company/hackensackmeridianhealth,18444649355,343 Thornall Street,Edison,New Jersey,8837,United States,Hospital & Health Care,3,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
9802960418,Guthrie,guthrie.org,guthrie.org,https://www.linkedin.com/company/robert-packer-hospital, +1 509-547-7704,1 Guthrie Sq,Sayre,PA,18840,United States,Hospital & Health Care,5000,Lead,Howard Fried (Deactivated User),2023-01-23 8:00,2022-10-13 10:38,2,,In Progress,0,,,
35611099288,Gundersen Health System,gundersenhealth.org,https://www.gundersenhealth.org/,https://linkedin.com/company/gundersen-health-system,16087758660,1900 South Ave,La Crosse,Wisconsin,54601,United States,Hospital & Health Care,7621,Opportunity,Josh Buehler,2026-02-10 13:59,2025-02-16 12:00,10,1,Open Deal,0,,,emplifyhealth.org
8576775331,GSR Ventures,gsrventures.com,gsrventures.com,https://linkedin.com/company/gsrventures,6503317300,245 Lytton Avenue,Palo Alto,California,94301,United States,Venture Capital & Private Equity,30,,,2023-06-06 21:41,2022-05-01 23:32,1,,,0,,,
22061916232,Groupe Agéco,groupeageco.ca,groupeageco.ca,https://linkedin.com/company/groupe-ag-co,,,,,,Canada,Management Consulting,45,Contact,Lisa Israelovitch,2024-10-21 15:00,2024-07-25 7:42,1,,,0,,,
8623097887,Greycroft,greycroft.com,greycroft.com,https://linkedin.com/company/greycroft-partners, +1 212-756-3508,1650 Marlay Dr,West Hollywood,California,90069,United States,Capital Markets,60,,,2022-10-14 21:07,2022-05-06 22:24,1,,,0,,,
15793799857,GreenSky Ventures,greensky.vc,greensky.vc,https://linkedin.com/company/greensky-capital-inc,14165857850,40 University Avenue,Toronto,Ontario,M5J 1S3,Canada,Venture Capital & Private Equity,5,Contact,Lisa Israelovitch,,2023-05-18 19:10,1,,,0,,,
9652646671,GreenLight Medical,greenlightmedical.com,greenlightmedical.com,https://linkedin.com/company/greenlight-medical,16298882920,1201 4th Avenue South,Nashville,Tennessee,37210,United States,Alternative Medicine,16,Lead,,2022-10-11 13:56,2022-09-23 10:55,1,,,0,,,
16282603652,GreenCentre Canada,greencentrecanada.com,greencentrecanada.com,https://linkedin.com/company/greencentre-canada,6135074705,945 Princess Street,Kingston,Ontario,K7L,Canada,Chemicals,30,Contact,Lisa Israelovitch,,2023-06-30 17:10,1,,,0,,,
10540855726,Greater Sum Ventures,greatersumventures.com,greatersumventures.com,https://linkedin.com/company/greater-sum-ventures, +1 888-534-4891,2035 Lakeside Centre Way,Knoxville,Tennessee,37922,United States,Venture Capital & Private Equity,40,Contact,,2023-01-23 13:43,2023-01-04 17:56,1,,,0,,,
39358013075,Grande Ronde Hospital,grh.org,grh.org,https://linkedin.com/company/grande-ronde-hospital,,900 Sunset Drive,La Grande,Oregon,97850,United States,Hospital & Health Care,450,Contact,,,2025-09-11 13:33,1,,,0,,,
42847590059,Gramercy Surgery Center,gramercysurgery.com,gramercysurgery.com,https://linkedin.com/company/gramercy-surgery-center-inc,12122543570,380 2nd Avenue,New York,New York,10010,United States,Hospital & Health Care,125,Contact,Josh Buehler,,2025-10-27 11:46,1,,,0,,,
49744532293,Grace Hospital System,gracehospital.org,gracehospital.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
39353379512,Gothenburg Health,gothenburghealth.org,gothenburghealth.org,https://linkedin.com/company/gothenburg-health,,910 20th Street,Gothenburg,Nebraska,69138,United States,Hospital & Health Care,75,Contact,,,2025-09-11 13:33,1,,New,0,,,
16083519878,goscoutreach,goscoutreach.com,goscoutreach.com,https://www.linkedin.com/company/scoutreach,,,New Castle,DE,19720,United States,Marketing and Advertising,10,Contact,Lisa Israelovitch,,2023-06-15 13:06,1,,,0,,,
30409414522,Good Shepherd Health Care System,gshealth.org,https://www.gshealth.org,https://linkedin.com/company/good-shepherd-health-care-system,15416673400,610 NW 11th St,Hermiston,Oregon,97838,United States,Hospital & Health Care,360,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,New,0,,,
39072989861,Gong,gong.io,gong.io,https://linkedin.com/company/gong-io,,265 Cambridge Avenue,Palo Alto,California,94306,United States,Computer Software,700,Contact,Josh Buehler,2025-11-17 11:55,2025-09-02 8:59,1,,,0,,,assistant.gong.io
14918518155,Golden Ventures,golden.ventures,golden.ventures,https://linkedin.com/company/goldenventures,14159868888,20 Maud Street,Toronto,Ontario,M5V 2M5,Canada,Venture Capital & Private Equity,16,Contact,Lisa Israelovitch,2023-06-27 16:50,2023-03-01 12:45,2,,,0,,,
9232216936,Global Founders Capital,globalfounderscapital.com,globalfounderscapital.com,https://linkedin.com/company/global-founders-capital-sea,,Kav. 28-30 Jalan M.H. Thamrin,Gondangdia,Daerah Khusus Ibukota Jakarta,10350,Indonesia,Venture Capital & Private Equity,5,Lead,,2022-08-05 10:59,2022-07-25 14:00,2,,,0,,,
8496689940,Global Affairs Canada,international.gc.ca,international.gc.ca,https://linkedin.com/company/global-affairs-canada-affaires-mondiales-canada,18448806519,Trafalgar Square,Charlottetown,Ontario,47906,Canada,International Affairs,12158,,Lisa Israelovitch,2025-12-10 12:24,2022-04-20 10:28,14,,,0,,,
42881118740,Gillette Children's,gillettechildrens.com,gillettechildrens.com,,16512912848,,,Minnesota,,United States,,,Contact,Josh Buehler,,2025-10-27 11:46,2,,New,0,,,
16208752218,Get qualified sales meetings,primetic.me,primetic.me,,,,,,,,,,Contact,Lisa Israelovitch,,2023-06-23 13:03,1,,,0,,,
9948175758,Gestion EM3,gestionem3.com,gestionem3.com,https://linkedin.com/company/gestionem3,,,,,,,Financial Services,5,Lead,,2022-11-01 14:24,2022-11-01 12:11,1,,,0,,,
42743245684,Georgetown University,gunet.georgetown.edu,gunet.georgetown.edu,https://linkedin.com/school/georgetown-university,12026870100,3700 O Street Northwest,Washington,District of Columbia,20057,United States,Higher Education,9750,Contact,Josh Buehler,,2025-10-27 11:46,1,,New,0,,,
15402106903,GENIUSXR,geniusxr.ai,geniusxr.ai,https://linkedin.com/company/geniusxr,15144651135,4710 Rue Saint-Ambroise,Montreal,Quebec,,Canada,Graphic Design,30,Contact,,,2023-04-06 9:32,1,,,0,,,
15390718528,General Physician,gppconline.com,gppconline.com,https://linkedin.com/company/general-physician-p.c, +1 716-852-4772,726 Exchange Street,Buffalo,New York,14210,United States,Hospital & Health Care,450,Contact,,,2023-04-05 8:33,1,,New,0,,,
17915089738,General Catalyst,generalcatalyst.com,generalcatalyst.com,https://linkedin.com/company/general-catalyst,6172347000,444 High St,New York,New York,10001,United States,Venture Capital & Private Equity,150,Contact,Lisa Israelovitch,2023-11-17 17:27,2023-11-01 20:02,1,,,0,,,
36802596693,Geisinger Health System,geisinger.edu,geisinger.edu,https://linkedin.com/school/gcsom,,525 Pine Street,Scranton,Pennsylvania,18510,United States,Hospital & Health Care,540,Contact,Greg Zenko,2025-07-28 14:58,2025-07-28 14:57,6,,New,0,,,geisinger.org
18978290594,GE HealthCare,gehealthcare.com,gehealthcare.com,https://linkedin.com/company/gehealthcare,18337351139,500 West Monroe Street,Chicago,Illinois,60661,United States,Hospital & Health Care,53000,Opportunity,Lisa Israelovitch,2025-07-03 10:00,2024-02-05 10:11,2,1,Open Deal,0,,,
49583694975,gdR Building Leaders,grossmandorland.com,grossmandorland.com,https://linkedin.com/company/gdrtalent,,,Toronto,Ontario,M5V 1P9,Canada,,15,Contact,Lisa Israelovitch,2026-01-26 9:39,2026-01-26 9:39,1,,,0,,,
49913044496,Gartner,gartner.com,gartner.com,https://linkedin.com/company/gartner,12039640096,56 Top Gallant Road,Stamford,Connecticut,6901,United States,Information Technology and Services,21044,Contact,Lisa Israelovitch,,2026-01-28 9:42,1,,,0,,,
21370561368,GapLogic,gap-logic.com,gap-logic.com,https://www.linkedin.com/company/gap-logic,,294 East Long Street,Columbus,Ohio,43215,United States,Professional Training & Coaching,5,Contact,Lisa Israelovitch,2025-10-17 11:00,2024-06-11 8:01,1,,,0,,,
17154419279,Funded.club,mgt.funded.club,mgt.funded.club,https://linkedin.com/company/funded-club,,,Haarlem,Provincie Noord-Holland,2013 PE,The Netherlands,Staffing and Recruiting,60,Contact,Lisa Israelovitch,,2023-08-29 23:17,0,,,,,,
15180840803,Fulcrum Equity Partners,fulcrumep.com,fulcrumep.com,https://linkedin.com/company/fulcrum-equity-partners,17705516300,5555 Glenridge Connector,Atlanta,Georgia,30342,United States,Venture Capital & Private Equity,30,Contact,,2024-11-14 22:57,2023-03-17 1:00,1,,,0,,,
15714867302,FT Capital Partners,ftcapitalpartners.com,ftcapitalpartners.com,https://linkedin.com/company/ftcp,6305177585,120 E Liberty Dr,Wheaton,Illinois,60187,United States,Financial Services,5,Contact,Lisa Israelovitch,2025-02-13 12:30,2023-05-11 10:21,1,,,0,,,
28286822792,Frontier Growth,frontiergrowth.com,frontiergrowth.com,https://linkedin.com/company/frontier-growth, +1 704-414-2880,525 North Tryon Street,Charlotte,North Carolina,28202,United States,Venture Capital & Private Equity,40,Contact,Lisa Israelovitch,,2025-01-09 14:17,1,,,0,,,
49777965346,Froedtert ThedaCare Health Inc,froedtert.com,froedtert.com,,,,,,,,,,Contact,MacKenzie Masten,,2026-01-26 18:09,4,,New,0,,,
28801312546,Frist Cressey Ventures,fcventures.com,fcventures.com,https://linkedin.com/company/frist-cressey-ventures,,40 Burton Hills Boulevard,Nashville,Tennessee,37215,United States,Venture Capital & Private Equity,15,Contact,Josh Buehler,2025-01-16 9:30,2025-01-20 15:42,3,,,0,,,
35611094186,Freeman Health,freemanhealth.com,freemanhealth.com,https://linkedin.com/company/freeman-health-system, +1 417-347-1111,1102 West 32nd Street,Joplin,MO,64804,United States,Hospital & Health Care,4500,Contact,Lisa Israelovitch,2023-10-30 16:21,2023-10-20 6:57,2,,New,0,,,
39356936579,Frederick Health,frederick.health,frederick.health,https://linkedin.com/company/frederick-health,12405663564,400 West 7th Street,Frederick,Maryland,21701,United States,Hospital & Health Care,1702,Contact,,,2025-09-11 13:33,1,,New,0,,,
49749827353,Franklin County Memorial Hospital,fcmh.net,fcmh.net,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
49752305698,Franciscan Missionaries of Our Lady Health System (AKA FMOL),fmolhs.org,https://www.fmolhs.org,https://linkedin.com/company/franciscan-missionaries-of-our-lady-health-system,13182321580,4200 Essen Lane,Baton Rouge,Louisiana,70809,United States,Hospital & Health Care,8000,Contact,,,2026-01-26 18:09,0,,New,,,,
39369275231,Franciscan Alliance,franciscanalliance.org,franciscanalliance.org,https://linkedin.com/company/franciscan-alliance-inc,18669030436,,Crawfordsville,Indiana,47933,United States,Hospital & Health Care,2540,Contact,Josh Buehler,2025-10-15 18:54,2025-09-11 13:33,1,,New,0,,,franciscanhealth.org
30400696931,Fortive/ASP,fortive.com,https://fortive.com,https://linkedin.com/company/fortive, +1 425-446-5000,6920 Seaway Blvd,Everett,Washington,98203,United States,Industrial Automation,18000,Contact,Lisa Israelovitch,,2025-02-26 10:21,1,,,0,,,
43405419091,Forrest General Hospital,forrestgeneral.com,forrestgeneral.com,https://linkedin.com/company/forrest-general-hospital,16012884305,6051 U.S. 49,Hattiesburg,Mississippi,39401,United States,Hospital & Health Care,3000,Contact,Josh Buehler,,2025-10-30 19:02,1,,,0,,,
15390912150,Fondaction,fondaction.com,fondaction.com,https://linkedin.com/company/fondaction,5145255505,850 Boulevard de Maisonneuve Est,Montreal,Quebec,H2K 4S3,Canada,Investment Management,270,Contact,Lisa Israelovitch,2025-10-10 14:15,2023-04-05 9:18,3,,,0,,,
9956810409,Foley & Lardner,foley.com,foley.com,https://linkedin.com/company/foley, +1 414-271-2400,777 E Wisconsin Ave,Milwaukee,Wisconsin,53202,United States,Law Practice,3500,Lead,,2022-12-05 22:05,2022-11-02 10:29,2,,,0,,,
49760932663,Florida Department of Children and Families,myflfamilies.com,myflfamilies.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
9658889366,Flexpa,flexpa.com,flexpa.com,https://linkedin.com/company/flexpa,18663434291,,San Francisco,California,94102,United States,Medical Devices,5,Lead,,2026-02-08 21:54,2022-09-24 10:04,1,,,0,,,
27520733876,Flare Capital,flarecapital.com,flarecapital.com,https://linkedin.com/company/flare-capital-partners,16176075060,800 Boylston St,Boston,Massachusetts,2199,United States,Venture Capital & Private Equity,103,Contact,Josh Buehler,2025-02-24 15:00,2024-12-20 9:26,1,,,0,,,
42717194933,Fisher-Titus,ftmc.com,ftmc.com,https://linkedin.com/company/fisher-titus-medical-center,14196606906,,,,,,Hospital & Health Care,,Contact,Josh Buehler,,2025-10-27 11:46,1,,,0,,,
28301559106,First Case,firstcasemedia.com,firstcasemedia.com,https://linkedin.com/company/firstcase,18003210591,,Lancaster,Pennsylvania,17603,United States,Entertainment,7,Contact,Lisa Israelovitch,2024-12-20 16:07,2025-01-09 21:24,1,,,0,,,
43251217526,Firelands Health,firelands.com,firelands.com,https://linkedin.com/company/firelandshealth,,1111 Hayes Avenue,Sandusky,Ohio,44870,United States,Hospital & Health Care,1500,Contact,Josh Buehler,,2025-10-30 19:02,2,,New,0,,,
46905319537,Finger Lakes Health,flhealth.org,flhealth.org,https://linkedin.com/company/finger-lakes-health, +1 315-787-4014,196 North St,Geneva,New York,14456,United States,Hospital & Health Care,1250,Contact,,,2025-12-09 14:23,1,,,0,,,
10089669174,Find Customers Fast,bizdev.global,bizdev.global,https://www.linkedin.com/company/bizdevdotglobal,,,Los Gatos,California,,United States,,5,Lead,,,2022-11-15 23:42,1,,,0,,,
49770519886,Federal Bureau of Prisons,bop.gov,bop.gov,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
15706226486,FCA Venture Partners,fcavp.com,fcavp.com,https://linkedin.com/company/fcavp,16153264848,110 Winners Circle North,Brentwood,Tennessee,37027,United States,Venture Capital & Private Equity,18,Opportunity,Lisa Israelovitch,2024-12-25 8:00,2023-05-10 10:57,1,1,,0,,,
36264759973,Fathom,fathom.video,fathom.video,https://linkedin.com/company/fathom-video,,2261 Market Street,San Francisco,California,94114,United States,Computer Software,90,Contact,Josh Buehler,2026-02-06 14:44,2025-07-14 15:36,2,,,0,,,
8112239949,Fasken Martineau,fasken.com,fasken.com,https://linkedin.com/company/fasken,6132363882,333 Bay Street,Toronto,Ontario,M5H 2T6,Canada,Law Practice,1750,,Lisa Israelovitch,2025-12-01 17:30,2022-03-05 21:56,1,,,0,,,
43206006858,Faith Regional Health Services,frhs.org,frhs.org,https://linkedin.com/company/frhs,,2700 West Norfolk Avenue,Norfolk,Nebraska,68701,United States,Hospital & Health Care,870,Contact,,,2025-10-29 15:18,1,,,1,2025-10-29 15:18,Coffee at Beckers: Pitchers - 2025,
9143337550,Fairview Health Services,fairview.org,fairview.org,https://linkedin.com/company/fairview-health-services,16122733780,2450 Riverside Avenue,Minneapolis,Minnesota,55488,United States,Hospital & Health Care,12000,,,2022-07-19 11:06,2022-07-15 15:21,3,,,0,,,
18444507940,Fairfield Medical Center,fmchealth.org,fmchealth.org,https://linkedin.com/company/fairfield-medical-center,7406878000,401 North Ewing Street,Lancaster,Ohio,43130,United States,Hospital & Health Care,1500,Contact,Lisa Israelovitch,2023-12-13 15:37,2023-12-16 15:11,3,,New,0,,,
9883306322,FaaSPartners,faaspartners.com,faaspartners.com,https://linkedin.com/company/faas-partners,,,Toronto,Ontario,,Canada,Accounting,5,Lead,Lisa Israelovitch,2023-11-29 9:30,2022-10-24 12:58,0,,,,,,
29914725812,faascloud,faascloud.co,faascloud.co,,14377038303,1395 Brickell Avenue,Miami,Florida,33131,United States,Information Technology and Services,,Contact,Lisa Israelovitch,2026-01-29 15:30,2025-02-12 18:47,1,,,0,,,
9919845132,EY,ca.ey.com,ca.ey.com,https://linkedin.com/company/ernstandyoung, +1 866-608-0644,118 N Gadsden St #1400,London,England,SE1,United Kingdom,Accounting,365399,Lead,,2022-11-15 17:24,2022-10-27 15:55,1,,,0,,,
16326163343,Expert App Devs,expertappsdevs.com,expertappsdevs.com,https://www.linkedin.com/company/expert-app-devs,,7154 West State Street,Garden City,Idaho,83714,United States,Computer Software,10,Contact,Lisa Israelovitch,,2023-07-06 6:47,1,,,0,,,
49752614991,EvergreenHealth,evergreenhealth.com,evergreenhealth.com,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
28304953088,Evangelical Community Hospital,evanhospital.com,evanhospital.com,https://linkedin.com/company/evangelical-community-hospital,,1 Hospital Drive,Lewisburg,Pennsylvania,17837,United States,Hospital & Health Care,1500,Contact,Lisa Israelovitch,2025-01-09 16:48,2025-01-09 16:48,1,,New,0,,,
8112039697,ÉTS Montréal,etsmtl.ca,etsmtl.ca,https://linkedin.com/school/etsmtl,15143968445,400 Rue Montfort,Montreal,Quebec,H3C 4A8,Canada,Primary/Secondary Education,2462,,,2023-03-02 13:30,2022-03-05 21:48,10,,,0,,,
17619051918,Eton Venture Svcs,etonvs.com,etonvs.com,https://linkedin.com/company/eton-venture-services,18889183866,3112 Windsor Road,Austin,Texas,78703,United States,Accounting,5,Contact,Lisa Israelovitch,2023-11-07 13:35,2023-10-09 16:44,2,,,0,,,
38388225104,Ethos Veterinary Health,ethosvet.com,ethosvet.com,https://linkedin.com/company/ethos-veterinary-health,17819325802,,,Massachusetts,,United States,Veterinary,740,Contact,Josh Buehler,2025-09-13 12:48,2025-08-20 13:24,1,,,0,,,
49779707509,Estes Park Health (FKA Estes Park Medical Center),eph.org,eph.org,,,,,,,,,,Contact,,,2026-01-26 18:09,0,,New,,,,
8719213674,Esplanade Ventures,esplanadeventures.com,esplanadeventures.com,https://linkedin.com/company/esplanadeventures, +1 514-502-1135,600 Boulevard de Maisonneuve Ouest,Montreal,Quebec,H3A 3J2,Canada,Venture Capital & Private Equity,10,,,2022-07-22 15:13,2022-05-17 17:38,2,,,0,,,
